entity,num_types,types
blanched,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
wheel,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'UNIT' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
slivered,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
parts,2,['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'UNIT']
fillets,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
stick,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
concentrate,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
Sweet,2,['FOOD' 'FOOD' 'TASTE' 'FOOD' 'FOOD']
mild,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'TASTE' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
firm,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
breasts,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PART' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
evaporated,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
whipped,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
fresh ground,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD'
 'FOOD']"
toasted,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
fresh squeezed,2,['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD']
redskin,2,['COLOR' 'FOOD']
heavy,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'TASTE' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
low-sodium,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
liquid,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
medium sized,2,['FOOD' 'FOOD' 'PHYSICAL_QUALITY']
long grain,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
boxes,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
head,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
regular size,2,['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY']
solid,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
sweet and sour,2,['FOOD' 'FOOD' 'TASTE' 'FOOD' 'FOOD']
lean,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
powdered,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
reduced fat,2,['PHYSICAL_QUALITY' 'FOOD']
chunky,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
four,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'QUANTITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
baked,2,['FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']
pink,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'COLOR' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
disk,2,['FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD']
fried,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
grated sharp,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
Freshly,2,['FOOD' 'FOOD' 'PROCESS']
filtered,2,['FOOD' 'FOOD' 'PROCESS' 'FOOD']
mixed vegetables,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
smooth,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
shredded,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
regular,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'COLOR' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
blue,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'COLOR' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
fluid ounces,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
carton,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'UNIT'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
brewed,2,['FOOD' 'PROCESS' 'FOOD' 'FOOD']
pinches,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
melted,2,['FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']
crushed,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
sliced,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD'
 'FOOD' 'FOOD' 'FOOD']"
freshly squeezed,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
boiling,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
leaves,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'UNIT' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
ground,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
canned,2,['FOOD' 'FOOD' 'UNIT' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']
unsalted,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'TASTE' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD']"
long,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD']"
crusty,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
wedge,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'QUANTITY' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
ribs,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PART' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
golden,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'COLOR' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
cartons,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'UNIT' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD']"
full,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PHYSICAL_QUALITY' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD']"
extra sharp,2,"['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD' 'FOOD' 'TASTE' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD'
 'FOOD' 'FOOD']"
thawed,2,['FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'FOOD' 'PROCESS' 'FOOD' 'FOOD' 'FOOD']
sifted,2,['FOOD' 'PROCESS' 'FOOD']
